Drug ID	Drug Name	CAS Number	Chemical Name	New Molecular Entity	Drug Interactions	Comparative Efficacy	Highest Development Phase	Indication	Molecular Formula	Mechanism Of Action	Organisation	Pharmacodynamic Characteristics	Route Of Administration	Route Of Elimination	Pharmacokinetic Characteristics	Adverse Events	Therapeutic Class (EphMRA)	Therapeutic Class (WHO)	Synonyms/Brand Names	Antimicrobial Activity	Immunogenicity	Last Significant Update Date	Therapeutic Area	Orphan Designation	License Availability	Brands	On Fastrack	Fastrack country	On PRIME	PRIME country	Biomarkers-Inclusion	Biomarkers-Exclusion	Biomarkers-Outcome Measure	Biomarkers-Safety	Biomarkers-not specified	URL
800018956	Tramadol - Aytu BioPharma	27203-92-5	(±)-cis-2-[(Dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexanol	No			Discontinued (Preregistration)	Premature ejaculation	C16 H25 N O2	"Adrenergic receptor antagonists, Opioid mu receptor agonists, Serotonin uptake inhibitors"	"Enhance Lifesciences (Originator), Aytu BioPharma (Owner), Daewoong Pharmaceutical (Market Licensee), Endo International (Market Licensee), FBM Industria Farmaceutica (Market Licensee)"		PO			"Anxiety, Erectile dysfunction"	N2A (Narcotics)	N02A-X02 (Tramadol)	"BIO301, DMI7958, LI301, LIF301, Zertane"			24/03/2021	Men's Health				no		no			CYP3A4	"CD3d, CD3e, CD3g, CD4, CD56, CD8a, CRP, CYP3A4, Dimethylarsinate, Hydrocortisone, IL6, Norepinephrine, nuclear prelamin A recognition factor like, Prolactin, serotonin, VEGF-A, VEGFR, VEGFR1"	"CD3e, CD4, CD56, CD8a, Hydrocortisone, Prolactin"	"CYP2D6, cytochrome P450 family 2 subfamily B member 6, endothelin receptor type A, IL10, TNF-alpha"	https://adis.springer.com/drugs/800018956?userId=52029392&bpIds=3004037004&checksum=f2f619c1f5d472b4c6b8f92326b234b55ebef908-1617045530484-a4cd8f2b07645b9951d16454c191fcecbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800020791	Loxoprofen - Daiichi Sankyo Company	68767-14-6	(+-)-p-((2-Oxocyclopentyl)methyl)hydratropic acid	No			Marketed	Pain	C15 H18 O3	Cyclooxygenase inhibitors	"Daiichi Sankyo Company (Originator), Daiichi Sankyo Company (Owner), Cardinal Health (Collaborator), Daiichi Sankyo Brasil (Collaborator), Lead Chemical (Collaborator)"		"PO, Transdermal"				"M1A (Anti-Rheumatics, Non-Steroidal)"	"M01A-E (Propionic acid derivatives), N02 (Analgesics)"	"CS600G, Loxonin, Loxonin Pap, Loxonin Tape, Loxoprofen gel, Loxoprofen poultice, Loxoprofen sodium, Loxoprofen tape, LXA, LXP"			24/03/2021	Pain			"Loxonin, Loxonin Pap, Loxonin Tape"	no		no		CRP		"CD4, CRP, IL17"			https://adis.springer.com/drugs/800020791?userId=52029392&bpIds=3004037004&checksum=1714dddbf570ed2aa4c2077713b633f636b9768d-1617045530488-bf5963de9926e1cb49abf737d43cc480badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800052671	Oxycodone/promethazine - Charleston Laboratories		"4,5alpha-Epoxy-14-hydroxy-3-methoxy-17-methylmorphinan-6-one / N,N-dimethyl-1-phenothiazin-10-ylpropan-2-amine"	No			Phase III	"Acute pain, Nausea and vomiting"	C18 H21 N O4 . C17 H20 N2 S	"Opioid delta receptor agonists, Opioid kappa receptor agonists, Opioid mu receptor agonists, Histamine H1 receptor antagonists, Muscarinic receptor antagonists, Serotonin receptor antagonists"	"Charleston Laboratories (Originator), Charleston Laboratories (Owner)"		PO				"N2A (Narcotics), R6 (Systemic Antihistamines)"	"N02A-A05 (Oxycodone), R06A-D52 (Promethazine, combinations)"	"CLOX315, Promethazine/oxycodone"			23/03/2021	"Advances in the Treatment of Nausea and Migraine, Pain"		Charleston Laboratories |  | Unspecified | World | 07 Aug 2018		no		no							https://adis.springer.com/drugs/800052671?userId=52029392&bpIds=3004037004&checksum=7069c0a76db1ad25479d59ef522434b9cf76a228-1617045530489-83e6db7dec6512bf9d306191c102f89cbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800050404	Rizatriptan intranasal - Benuvia Therapeutics	144034-80-0	"N,N-Dimethyl-5-(1H-1,2,4-triazol-1-ylmethyl)-1H-indole-3-ethanamine"	No			Phase I	Migraine	C15 H19 N5	"Serotonin 1B receptor agonists, Serotonin 1D receptor agonists"	"INSYS Therapeutics, Inc (Originator), Benuvia Therapeutics (Owner)"		Intranasal				N2C1 (Antimigraine triptans)	N02C-C04 (Rizatriptan)	"Rizatriptan intranasal spray INSYS Therapeutics, Rizatriptan nasal spray"			23/03/2021	Advances in the Treatment of Nausea and Migraine		Benuvia Therapeutics |  | Unspecified |  | 23 Mar 2021		no		no							https://adis.springer.com/drugs/800050404?userId=52029392&bpIds=3004037004&checksum=a8cf10c5a47b68307bb1686cd1d9b3171c0d31f3-1617045530491-64d2af4db027a56e1055f2aaa887db5dbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800042145	Buprenorphine sublingual - Benuvia Therapeutics	52485-79-7	"(2S)-2-[(5R,6R,7R,14S)-9_-cyclopropylmethyl-4,5-epoxy-6,14-ethano-3-hydroxy-6-methoxymorphinan-7-yl]-3,3-dimethylbutan-2-ol"	No			Preregistration	Postoperative pain	C29H41NO4	"Nociceptin receptor agonists, Opioid delta receptor antagonists, Opioid kappa receptor antagonists, Opioid mu receptor agonists"	"INSYS Pharma (Originator), Benuvia Therapeutics (Owner)"		Sublingual				N2A (Narcotics)	N02A-E01 (Buprenorphine)	Buprenorphine sublingual spray INSYS Therapeutics			23/03/2021	Pain				no		no							https://adis.springer.com/drugs/800042145?userId=52029392&bpIds=3004037004&checksum=b4b52cfa01a924c0e0dd2b0f4fe7cb36f92a7b15-1617045530492-ac530a72449679176d49b4da4671a8efbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800041942	Buprenorphine/naloxone sublingual - Benuvia Therapeutics	352020-56-5	"21-cyclopropyl-7alpha-[(S)-1-hydroxy-1,2,2-trimethylpropyl]-6,14-endo-ethano-6,7,8,14-tetrahydrooripavine / (4R,4aS,7aR,12bS)-4a,9-dihydroxy-3-prop-2-enyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one"	No			Phase II	Opioid-related disorders	C29 H41 N O4 . C19 H21 N O4	"Nociceptin receptor agonists, Opioid delta receptor antagonists, Opioid kappa receptor antagonists, Opioid mu receptor agonists, Opioid mu receptor antagonists"	"INSYS Therapeutics, Inc (Originator), Benuvia Therapeutics (Owner)"		Sublingual				"N7F (Drugs Used In Opioid Dependence), V3E (Antidotes)"	"N02A-E01 (Buprenorphine), N07B-C (Drugs used in opioid dependence), V03A-B15 (Naloxone)"	"Buprenorphine + naloxone Benuvia Therapeutics, Buprenorphine/naloxone Benuvia Therapeutics, Buprenorphine/naloxone sublingual spray INSYS Therapeutics"			23/03/2021	Drug Withdrawal		Benuvia Therapeutics |  | Unspecified |  | 23 Mar 2021		no		no							https://adis.springer.com/drugs/800041942?userId=52029392&bpIds=3004037004&checksum=72feeb8154da3a3a6fe317ad37be3548264b98ff-1617045530493-cbffbd803c37e7ecf4371bbb143f30a6badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800053122	Oxycodone hydrochloride - SpecGx	124-90-3	"(4R,4aS,7aR,12bS)-4a-hydroxy-9-methoxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7-one;hydrochloride"	No			No development reported (Preregistration)	Pain	C18 H22 Cl N O4	"Opioid delta receptor agonists, Opioid kappa receptor agonists, Opioid mu receptor agonists"	"SpecGx (Originator), SpecGx (Owner)"		PO				N2A (Narcotics)	N02A-A05 (Oxycodone)	"Abuse deterrent oxycodone Mallinckrodt, MNK812"			23/03/2021	Pain				no		no							https://adis.springer.com/drugs/800053122?userId=52029392&bpIds=3004037004&checksum=cfc5491c6a237db0df3900be0b0c949b2bd0d588-1617045530495-2ad584ec608bb46646f6d98c2b847ddbbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800062993	Diclofenac - Benuvia Therapeutics	15307-86-5	"Acetic acid, (o-(2,6-dichloroanilino)phenyl)-"	No			Phase II	Pain	C14 H11 Cl2 N O2	Cyclooxygenase inhibitors	"INSYS Therapeutics, Inc (Originator), Benuvia Therapeutics (Owner)"		Sublingual				"M1 (Anti-Inflammatory and Anti-Rheumatic Products), N2 (Analgesics)"	"M01A-B05 (Diclofenac), N02B (Other Analgesics and Antipyretics)"	Diclofenac sublingual Benuvia Therapeutics			23/03/2021	Pain		Benuvia Therapeutics |  | Unspecified |  | 23 Mar 2021		no		no							https://adis.springer.com/drugs/800062993?userId=52029392&bpIds=3004037004&checksum=962f4b62b3e8e919358691e550f55317c961636b-1617045530496-16a354dfcf072241c97a99249b8bb151badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800025843	Research programme: cannabinoid receptor agonists - Cara			Yes			No development reported (Preclinical)	"Neuropathic pain, Inflammatory pain"		Cannabinoid receptor agonists	"Cara Therapeutics (Originator), Cara Therapeutics (Owner)"		PO				N2 (Analgesics)	N02 (Analgesics)	"CR08, CR701, CR859"			23/03/2021	Pain				no		no							https://adis.springer.com/drugs/800025843?userId=52029392&bpIds=3004037004&checksum=2b1a26bc9d2163f429d41a24b6db601b3914e4f6-1617045530497-e3048ca936aa5642fe152fb0c1bfa6e6badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800052665	pUDK HGF			No			Preclinical	"Postoperative pain, Neuropathic pain, Peripheral arterial disorders"		"Gene transference, Hepatocyte growth factor expression modulators"	"Humanwell Healthcare (Originator), Humanwell Healthcare (Owner), XuanWu Hospital Capital Medical University (Collaborator)"		"IM, Intrathecal"				"C4A (Cerebral and Peripheral Vasotherapeutics), N2 (Analgesics)"	"C04A-X (Other peripheral vasodilators), N02 (Analgesics)"	pUDKHGF			23/03/2021	"Ischaemic Heart Disease, Pain, Vascular Disorders"				no		no							https://adis.springer.com/drugs/800052665?userId=52029392&bpIds=3004037004&checksum=bbea9f4d6c4b302e91ff80d84b4ca387042f9709-1617045530499-c86ff90fedf901b4350756575e25dfdabadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800039982	Bupivacaine/meloxicam - Heron Therapeutics		"1-butyl-N-(2,6-dimethylphenyl)piperidine-2-carboxamide / 4-Hydroxy-2-methyl-N-(5-methylthiazol-2-yl)-2H-benzo[e][1,2]thiazine-3-carboxamide 1,1-dioxide"	No			Registered	Postoperative pain	C18 H28 N2 O . C14 H13 N3 O4 S2	"Cyclo-oxygenase 2 inhibitors, Sodium channel antagonists"	"Heron Therapeutics (Originator), Heron Therapeutics (Owner)"		"Topical, Instillation, Intralesional, Infiltration"				"M1C (Specific Anti-Rheumatic Agents), N1B1 (Anaesthetics local, medical injectables), N2 (Analgesics)"	"M01A-C06 (Meloxicam), N01B-B01 (Bupivacaine), N02 (Analgesics)"	"Bupivacaine/meloxicam extended release, HTX002/HTX009, HTX009/HTX002, HTX011, HTX011A, HTX011B, Meloxicam/bupivacaine, Meloxicam/bupivacaine extended release, ZYNRELEF"			23/03/2021	Pain			ZYNRELEF	yes	USA	no							https://adis.springer.com/drugs/800039982?userId=52029392&bpIds=3004037004&checksum=fb581710464204d83c29fcbcc587ce85f636aea0-1617045530501-6b51787e702e5ca7d8ef8d043b3ce69ebadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800031053	SAF 312	871814-52-7	4-(7-Hydroxy-2-isopropyl-4-oxo-4<EM>H</EM>-quinazolin-3-yl)-benzonitrile	Yes			Phase II	"Postoperative pain, Neurogenic bladder"	C18 H15 N3 O2	TRPV cation channel antagonists	"Novartis (Originator), Novartis (Owner)"		"Ophthalmic, PO"				"G4X (All Other Urological Products), N2B (Non-Narcotics and Anti-Pyretics)"	"G04B-X (Other urologicals), N02B-G (Other analgesics and antipyretics)"	SAF312			22/03/2021	"Genitourinary Disorders, Pain"				no		no							https://adis.springer.com/drugs/800031053?userId=52029392&bpIds=3004037004&checksum=d22e2ac7afec75650b46320d15c5482cc6c54fff-1617045530503-c858260e589499efd36a8dc581adb923badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800023893	Nalbuphine extended release - Trevi Therapeutics	20594-83-6	"Morphinan-3,6,14-triol, 17-(cyclobutylmethyl)-4,5-epoxy-,(5_,6_)-"	No			Phase II/III	"Prurigo nodularis, Pruritus, Cough, Drug-induced dyskinesia, Pain"	C21 H27 N O4	"Opioid kappa receptor agonists, Opioid mu receptor antagonists"	"Penwest Pharmaceuticals (Originator), Endo Pharmaceuticals (Owner), Trevi Therapeutics (Owner), MentiNova (Collaborator), Rutgers (Collaborator)"		PO				"D4A (Anti-Pruritics, Including Topical Antihistamines, Anaesthetics, etc), N2A (Narcotics), N4A (Anti-Parkinson Drugs), R5 (Cough and Cold Preparations)"	"D04A-X (Other antipruritics), N02A-F (Morphinan derivatives), N04 (Anti-Parkinson Drugs), R05X (Other Cold Preparations)"	"Haduvio, Nalbuphine ER, Nalbuphine extendedrelease, PW4142, T 111"			22/03/2021	"Pain, Parkinson's Disease and Movement Disorders, Respiratory Tract Disorders, Skin Disorders"			"Haduvio, Nalbuphine ER"	no		no							https://adis.springer.com/drugs/800023893?userId=52029392&bpIds=3004037004&checksum=88b72cad352605dfeb465fe00daf35270c29c8a3-1617045530506-89dc72638f3a07b775ad37b7acfc69bebadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800044787	Ibuprofen/paracetamol - AFT Pharmaceuticals	462631-86-3		No			Marketed	"Pain, Fever, Postoperative pain"	C13-H18-O2.C8-H9-N-O2	Cyclooxygenase inhibitors	"AFT Pharmaceuticals (Originator), AFT Pharmaceuticals (Owner), Aguettant (Market Licensee), Karo Pharma AB (Market Licensee), Medochemie (Market Licensee), New Zealand Trade and Enterprise (Funder), Hyloris Pharmaceuticals (Collaborator)"		"IV, PO"				N2B (Non-Narcotics and Anti-Pyretics)	"M01A-E01 (Ibuprofen), N02B-E01 (Paracetamol)"	"Acetaminophen/ibuprofen AFT Pharmaceuticals, Acetaminophen/ibuprofen intravenous AFT Pharmaceuticals, Acetaminophen/ibuprofen IV AFT Pharmaceuticals, Dolerin, Maxigesic IV, Paracetamol/ibuprofen intravenous AFT Pharmaceuticals"			19/03/2021	"Metabolic Disorders, Pain"			"Dolerin, Dolerin, Dolerin, Dolerin, Dolerin"	no		no							https://adis.springer.com/drugs/800044787?userId=52029392&bpIds=3004037004&checksum=1ba9a25430722c4d385a8ff1f9b4f6edb82b64fe-1617045530512-16986126bec637b4d2a0aee29735fe43badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800058233	LY 03014			Yes			Phase I	"Cancer pain, Postoperative pain"		Opioid mu receptor agonists	"Luye Pharma Group (Originator), Luye Pharma Group (Owner)"		IV-infusion				N2 (Analgesics)	N02 (Analgesics)	"LPM3480392, LY03014"			19/03/2021	Pain				no		no							https://adis.springer.com/drugs/800058233?userId=52029392&bpIds=3004037004&checksum=d389c8d479420253b6b7b3995c0d394021e3af0c-1617045530513-deceda4f0b5a8e44d5649458643fde60badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800052896	Gonyautoxin - Algenis	77462-64-7		No			Phase I/II	"Back pain, Fissure in ano"		Sodium channel antagonists	"Algenis (Originator), Algenis (Owner)"		"IM, Rectal, unspecified"				"C5 (Antivaricosis/Antihaemorrhoidal Preparations), N2 (Analgesics)"	"C05A (Agents for treatment of hemorrhoids and anal fissures for topical use), N02 (Analgesics)"	"Gonyautoxina, GTX2 / 3, NAVX010"			19/03/2021	"Digestive System Disorders, Musculoskeletal Disorders, Pain, Peptic Ulcer Disease"				no		no							https://adis.springer.com/drugs/800052896?userId=52029392&bpIds=3004037004&checksum=43f6be4fe71e24bec0480005444b8c347a8c6bfd-1617045530515-28b07f7c42cba7932e4ee4469238c721badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800021683	NE 3107	1001100-69-1	"(3<EM>S</EM>,7<EM>R</EM>,8<EM>R</EM>,9<EM>S</EM>,10<EM>R</EM>,13<EM>S</EM>,14<EM>S</EM>,17<EM>R</EM>)-17-Ethynyl-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1<EM>H</EM>-cyclopenta[<EM>a</EM>]phenanthrene-3,7,17-triol"	Yes			Phase I	"Parkinson's disease, Alzheimer's disease, Prostate cancer, Multiple myeloma, Drug-induced dyskinesia, Type 2 diabetes mellitus, Ulcerative colitis, Rheumatoid arthritis, Cognition disorders, Migraine, Myositis, Type 1 diabetes mellitus, Epilepsy, Amyotrophic lateral sclerosis, Cystic fibrosis, Uveitis, Glaucoma, Huntington's disease, Optic neuritis"	C21 H30 O3	"NF-kappa B inhibitors, Tumour necrosis factor inhibitors, Mitogen activated protein kinase 3 inhibitors, Mitogen-activated protein kinase 1 inhibitors, Interleukin 23 inhibitors, Interleukin 6 inhibitors"	"Hollis-Eden Pharmaceuticals (Originator), NeurMedix (Owner), The Michael J. Fox Foundation for Parkinson's Research (Funder), National Institutes of Health (USA) (Collaborator)"		"PO, unspecified"				"A10X (Other Drugs Used in Diabetes), A16 (Other Alimentary Tract and Metabolism Products), A7E (Intestinal Anti-Inflammatory Agents), A8A (Antiobesity Preparations, Excluding Dietetics), L1 (Antineoplastics), M1 (Anti-Inflammatory and Anti-Rheumatic Products), N2C (Anti-Migraine Preparations), N3A (Anti-Epileptics), N4A (Anti-Parkinson Drugs), N6 (Psychoanaleptics Excluding Anti-Obesity Preparations), N7 (Other CNS Drugs), N7X (All other CNS drugs), R7 (Other Respiratory System Products), S1 (Ophthalmologicals), S1E (Miotics and Antiglaucoma Preparations)"	"A07 (Antidiarrheals, Intestinal Antiinflammatory/Antiinfective Agents), A07E (Intestinal Antiinflammatory Agents), A08 (Antiobesity Preparations, Excl. Diet Products), A10X (Other Drugs Used in Diabetes), A16 (Other Alimentary Tract and Metabolism Products), L01 (Antineoplastic Agents), M01 (Antiinflammatory and Antirheumatic Products), N02C (Antimigraine Preparations), N03A (Antiepileptics), N04 (Anti-Parkinson Drugs), N06 (Psychoanaleptics), N07 (Other Nervous System Drugs), N07X (Other Nervous System Drugs), R07 (Other Respiratory System Products), S01 (Ophthalmologicals), S01E (Antiglaucoma Preparations and Miotics)"	"17aethynyl5androstene3717triol, 17alfaethynyl5androstene3717triol, 17alphaethynyl5androstene3beta7beta17betatriol, 17ethynyl5androstene3717triol, 17ethynyl5androstene3b7b17btriol, HE 3286, NE3107, Triolex"			18/03/2021	"Advances in the Treatment of Nausea and Migraine, Alzheimer's Disease and Cognition Disorders, Cancer, Diabetes, Epilepsy and Seizure Disorders, Eye Disorders, Inflammation, Inflammatory Bowel Disorders, Neurological Disorders, Parkinson's Disease and Movement Disorders, Respiratory Tract Disorders, Rheumatic Disease"		Harbor Therapeutics | Cystic fibrosis | Unspecified |  | 31 Dec 2010	Triolex	no		no		"A1C, Insulin"		"A1C, Insulin"			https://adis.springer.com/drugs/800021683?userId=52029392&bpIds=3004037004&checksum=548f2cc244b9096de63f3ff85b18b7eb9d74acdf-1617045530520-eee65797efa3837263d2fff556d839cfbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800042985	MEDI 7352			Yes			Phase II	Pain		"Nerve growth factor modulators, Tumour necrosis factor modulators"	"AstraZeneca (Originator), AstraZeneca (Owner)"		"IV, Parenteral, SC"				N2 (Analgesics)	N02 (Analgesics)	MEDI7352			18/03/2021	Pain				no		no							https://adis.springer.com/drugs/800042985?userId=52029392&bpIds=3004037004&checksum=b769acee2548b30fbdfb821872997f575f55fc4d-1617045530522-798cb692277a84f781f16bad5d1e2b9abadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800051770	Clonidine extended release - Sollis Therapeutics	4205-90-7	"N-(2,6-dichlorophenyl)-4,5-dihydro-1H-imidazol-2-amine"	No			Phase III	Sciatica	C9 H9 Cl2 N3	"Alpha 2 adrenergic receptor agonists, Imidazoline receptor agonists"	"Sollis Therapeutics (Originator), Sollis Therapeutics (Owner), West Virginia University (Collaborator)"		Epidural				N2 (Analgesics)	N02 (Analgesics)	"Clonidine micropellets Sollis Therapeutics, STX015"			18/03/2021	Pain				no		no							https://adis.springer.com/drugs/800051770?userId=52029392&bpIds=3004037004&checksum=8edc8c98b7ce3bd9d8203a9fd16c484f55305a55-1617045530524-50e9dbb76a2ef32e3d4e3f9469807f8abadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800040842	Research programme: SNA based therapeutics - Exicure			Yes			Preclinical	"CNS disorders, Amyotrophic lateral sclerosis, Eye disorders, Inflammatory bowel diseases, Spinal muscular atrophy, Respiration disorders, Friedreich's ataxia, Angelman syndrome, Huntington's disease, Neuropathic pain, Neuronal ceroid lipofuscinosis, Congenital ichthyosiform erythroderma, Atopic dermatitis, Fibrosis, Lymphoma, Brain cancer, Transplant rejection, Epidermolysis bullosa"		"HD protein inhibitors, Gene modulators, Survival of motor neuron 2 protein expression stimulants, Immunomodulators, Nav1.7 voltage-gated sodium channel modulators, CLN3 protein expression modulators, Interleukin 4 receptor modulators, Immunosuppressants, Interleukin 1 beta modulators"	"AuraSense Therapeutics (Originator), Exicure (Owner), Dermelix Biotherapeutics (Licensee), Defense Advanced Research Projects Agency (Funder), Friedreichs Ataxia Research Alliance (Collaborator)"		"Intrathecal, unspecified, Intraocular, Inhalation"				"A7E (Intestinal Anti-Inflammatory Agents), D (Dermatologicals), D11 (Other Dermatological Preparations), D11A (Other Dermatological Preparations), D5A (Topical Antipsoriasis Products), L1 (Antineoplastics), L4 (Immunosuppressants), M1 (Anti-Inflammatory and Anti-Rheumatic Products), N2 (Analgesics), N7 (Other CNS Drugs), N7X (All other CNS drugs), R (Respiratory System), S1 (Ophthalmologicals)"	"A07E (Intestinal Antiinflammatory Agents), D (Dermatologicals), D05A-X (Other antipsoriatics for topical use), D11 (Other Dermatological Preparations), D11A (Other Dermatological Preparations), D11A-X (Other dermatologicals), L01 (Antineoplastic Agents), L04A (Immunosuppressants), M01 (Antiinflammatory and Antirheumatic Products), N02 (Analgesics), N07 (Other Nervous System Drugs), N07X (Other Nervous System Drugs), R (Respiratory System), S01 (Ophthalmologicals)"	"SNA constructs Exicure, SNA targeting IL17RA Exicure, SNA targeting IL4RA Exicure, Spherical nucleic acid constructs Exicure, XCUR FXN"			18/03/2021	"Cancer, Eye Disorders, Inflammation, Inflammatory Bowel Disorders, Metabolic Disorders, Neurological Disorders, Pain, Parkinson's Disease and Movement Disorders, Respiratory Tract Disorders, Skin Disorders, Transplant Rejection"				no		no							https://adis.springer.com/drugs/800040842?userId=52029392&bpIds=3004037004&checksum=2547b0aad75f0b3465d752c948f1d641997f2c02-1617045530528-2ca6311de6c6da79cb0b7628c876e66dbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
